binding_id,canonical_skill_id,direction,ontology_object_type,object_subtype,object_term_status,object_owner,required_or_conditional,allowed_visibility_classes,allowed_evidence_tiers,handoff_requirement,mission_or_intent_inference_authorized,notes
BIND-055,skywatcher-airspace-evidence-assembler,INPUT,OBSERVATION,OWNER_QUALIFIED_OBSERVATION,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-056,skywatcher-airspace-evidence-assembler,INPUT,MEASUREMENT,OWNER_QUALIFIED_MEASUREMENT,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-057,skywatcher-airspace-evidence-assembler,INPUT,FINDING,OWNER_QUALIFIED_FINDING,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-058,skywatcher-airspace-evidence-assembler,INPUT,ASSOCIATION,OWNER_QUALIFIED_ASSOCIATION,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-059,skywatcher-airspace-evidence-assembler,OUTPUT,SOURCE_ARTIFACT,AIRSPACE_EVIDENCE_PACKAGE,SKILL_GOVERNANCE_SUBTYPE,SKYWATCHER_ORCHESTRATION,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,HANDOFF_REQUIRED_BEFORE_ANOTHER_OWNER_INTERPRETS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-060,skywatcher-governed-execution-orchestrator,INPUT,NONE_DIRECT_ANALYTICAL,ROUTING_REFERENCES_ONLY,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,NONE_DIRECT_ANALYTICAL denotes governance-only behavior and is not an ontology evidence object. Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-061,skywatcher-governed-execution-orchestrator,OUTPUT,NONE_DIRECT_ANALYTICAL,GOVERNANCE_RECEIPT_AND_HANDOFFS_ONLY,SKILL_GOVERNANCE_SUBTYPE,SKYWATCHER_ORCHESTRATION,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,HANDOFF_REQUIRED_BEFORE_ANOTHER_OWNER_INTERPRETS,false,NONE_DIRECT_ANALYTICAL denotes governance-only behavior and is not an ontology evidence object. Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-062,core-skywatcher-readiness-auditor,INPUT,SOURCE_ARTIFACT,GOVERNANCE_PACKAGE,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-063,core-skywatcher-readiness-auditor,INPUT,SOURCE_ARTIFACT,EXECUTION_RECEIPT_SET,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-064,core-skywatcher-readiness-auditor,OUTPUT,NONE_DIRECT_ANALYTICAL,GOVERNANCE_AUDIT_RECEIPT_ONLY,SKILL_GOVERNANCE_SUBTYPE,CORE_GOVERNANCE,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,HANDOFF_REQUIRED_BEFORE_ANOTHER_OWNER_INTERPRETS,false,NONE_DIRECT_ANALYTICAL denotes governance-only behavior and is not an ontology evidence object. Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-065,meta-skywatcher-skill-package-template,INPUT,NONE_DIRECT_ANALYTICAL,SKILL_DESIGN_INPUTS_ONLY,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,NONE_DIRECT_ANALYTICAL denotes governance-only behavior and is not an ontology evidence object. Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-066,meta-skywatcher-skill-package-template,OUTPUT,NONE_DIRECT_ANALYTICAL,SKILL_SPECIFICATION_ARTIFACT_ONLY,SKILL_GOVERNANCE_SUBTYPE,META_GOVERNANCE,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,HANDOFF_REQUIRED_BEFORE_ANOTHER_OWNER_INTERPRETS,false,NONE_DIRECT_ANALYTICAL denotes governance-only behavior and is not an ontology evidence object. Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-067,satim-terrain-feature-candidate-ranker,INPUT,OBSERVATION,TERRAIN_FEATURE_OBSERVATION,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-068,satim-terrain-feature-candidate-ranker,INPUT,MEASUREMENT,TERRAIN_FEATURE_MEASUREMENT,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-069,satim-terrain-feature-candidate-ranker,INPUT,FINDING,STRUCTURAL_FEATURE_CANDIDATE,ONTOLOGY_CANONICAL,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,
BIND-070,satim-terrain-feature-candidate-ranker,OUTPUT,FINDING,TERRAIN_FEATURE_CANDIDATE_RANKING,SKILL_GOVERNANCE_SUBTYPE,SATIM,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,HANDOFF_REQUIRED_BEFORE_ANOTHER_OWNER_INTERPRETS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-071,fpim-track-termination-event-classifier,INPUT,OBSERVATION,AIRCRAFT_POSITION_OBSERVATION,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-072,fpim-track-termination-event-classifier,INPUT,MEASUREMENT,TRACK_GEOMETRY_MEASUREMENT,SKILL_GOVERNANCE_SUBTYPE,DECLARED_SOURCE_OWNER,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,OWNER_HANDOFF_REQUIRED_WHEN_SOURCE_OWNER_DIFFERS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-073,fpim-track-termination-event-classifier,OUTPUT,FINDING,TRACK_TERMINATION_EVENT_CANDIDATE,SKILL_GOVERNANCE_SUBTYPE,FPIM,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,HANDOFF_REQUIRED_BEFORE_ANOTHER_OWNER_INTERPRETS,false,Subtype is a skill-governance binding label and does not extend ontology v2.0.
BIND-074,fpim-track-termination-event-classifier,OUTPUT,FINDING,LANDING_CANDIDATE,ONTOLOGY_CANONICAL,FPIM,REQUIRED_OR_TASK_SCOPED,V0;V1;V2;V3;V4_AS_DECLARED_BY_SOURCE_AND_METHOD,T1;T2;T3;T4_AS_DECLARED_BY_SOURCE,HANDOFF_REQUIRED_BEFORE_ANOTHER_OWNER_INTERPRETS,false,
